emp_no,last_name,first_name,dept_no,dept_name
261527,Butner,Arunachalam,d005,Development
261532,Merro,Vatsa,d005,Development
261468,Covnot,Radoslaw,d005,Development
261546,Chenney,Sungwon,d007,Sales
261548,Karunanithi,Gita,d007,Sales
261488,Engelmann,Vasiliy,d007,Sales
261569,Albarhamtoshy,Thodoros,d007,Sales
261644,Codenie,Stafford,d005,Development
261607,Gunderson,Billur,d005,Development
261645,Dalphin,Tonny,d005,Development
261683,Parhami,Miomir,d005,Development
261635,Ruther,Amalendu,d005,Development
261686,Perin,Kenton,d005,Development
261695,Acton,Giri,d005,Development
261700,Gronowski,Mamdouh,d005,Development
261801,Kinley,Van,d007,Sales
261702,Kaltofen,Goa,d005,Development
261805,Veeraraghavan,Akeel,d005,Development
261729,Mawatari,Oldrich,d005,Development
261815,Zaumen,Makato,d005,Development
261817,Kowalchuk,Guadalupe,d005,Development
261826,Ulupinar,Martins,d005,Development
261832,Klerer,Minghong,d005,Development
261754,Bala,Tzvetan,d005,Development
261846,Farris,Phuoc,d005,Development
261849,Makinen,Alselm,d005,Development
261850,Nyrup,Brendon,d005,Development
261856,Gente,Domenico,d007,Sales
261862,Penn,Demin,d005,Development
261764,Viele,Kenton,d005,Development
261866,Juneja,Michaela,d005,Development
261874,Mandelberg,Elrique,d007,Sales
261931,Delaune,Tianruo,d005,Development
261894,Versino,Nechama,d007,Sales
261960,Mahnke,Xinyu,d005,Development
261962,Ramaiah,Boutros,d005,Development
262006,Sherertz,Steve,d007,Sales
262115,Farris,Shao,d005,Development
262047,Thibadeau,Aksel,d005,Development
262168,Pews,Youjian,d007,Sales
262178,Dalphin,Stein,d005,Development
262184,Farrel,Trygve,d005,Development
262051,Cummings,Martien,d005,Development
262053,Colorni,Hailing,d005,Development
262057,Bojadziev,Dinah,d007,Sales
262058,Heiserman,Akeno,d005,Development
262352,Reistad,Seongbae,d007,Sales
262362,Birge,Arnd,d005,Development
262216,Auria,Ennio,d007,Sales
262368,Masamoto,Shir,d007,Sales
262233,Knightly,Vugranam,d005,Development
262373,Koblitz,Sahrah,d005,Development
262392,Majewski,Teiji,d005,Development
262260,Lund,Ishfaq,d005,Development
262271,Maliniak,Martina,d005,Development
262428,Gerlach,Changho,d007,Sales
262296,Rindone,Harngdar,d005,Development
262441,Jording,Shmuel,d005,Development
262319,Barreiro,Mooi,d005,Development
262323,Rodiger,Sugwoo,d005,Development
262327,McFarlan,Nagui,d005,Development
262451,Pokrovskii,Baoqiu,d005,Development
262333,Haumacher,Fayez,d005,Development
262340,Deverell,Zengping,d007,Sales
262457,Collavizza,Stein,d005,Development
262348,Frezza,Aksel,d007,Sales
262485,Danecki,Tsvetan,d005,Development
262645,Ranum,Martins,d007,Sales
262506,Fordan,Masamitsu,d007,Sales
262511,Jansen,Fatemeh,d005,Development
262521,Ratnakar,Susumu,d005,Development
262647,Heinisuo,Peer,d005,Development
262663,Riexinger,Fumino,d007,Sales
262549,Landherr,Yucel,d005,Development
262550,Baranowski,Masako,d007,Sales
262557,Barriga,Rosalie,d007,Sales
262673,Wixon,Kazuhira,d005,Development
262572,Srimani,Xiaobin,d007,Sales
262677,Zumaque,Eishiro,d007,Sales
262679,Gyimothy,Sahrah,d005,Development
262591,Ramalingam,Vivian,d007,Sales
262592,Limongiello,Danai,d005,Development
262687,Stanger,Kamakshi,d007,Sales
262701,Melton,Sajjad,d005,Development
262607,Buchter,Kendra,d007,Sales
262611,Nitsche,Georgy,d005,Development
262725,Schiettecatte,Miyeon,d005,Development
262622,Taubman,Theron,d007,Sales
262631,Egerstedt,Sverrir,d007,Sales
262635,Syrzycki,Marit,d007,Sales
262736,Waschkowski,Maris,d005,Development
262755,Collette,Arunachalam,d005,Development
262766,Meszaros,Hauke,d007,Sales
262801,Krider,Aamer,d005,Development
262814,Coullard,Vasiliy,d005,Development
262866,Morrow,Poorav,d005,Development
262868,Seiwald,Arnould,d007,Sales
262879,Zedlitz,Mostafa,d005,Development
262882,Erdi,Hatsukazu,d005,Development
262900,Egerstedt,IEEE,d005,Development
262919,Gist,Naftali,d007,Sales
262934,Gini,Breannda,d005,Development
262959,Dulli,Phillip,d005,Development
262770,Kermarrec,Odysseas,d007,Sales
263000,Bale,Mayuko,d007,Sales
262771,Lammel,Guttorm,d005,Development
263002,Bernatsky,Ramzi,d007,Sales
263062,Piancastelli,Berto,d005,Development
263025,Ginneken,Idoia,d007,Sales
263028,Homond,Kazuhiko,d005,Development
263070,Raney,Subhrajyoti,d005,Development
263084,Ranai,Subhrajyoti,d005,Development
263061,Jenevein,Xiaobin,d007,Sales
263111,Avouris,Arup,d005,Development
263209,Schieder,Howell,d005,Development
263219,Pokrovskii,Hisao,d005,Development
263116,Jullig,Baziley,d005,Development
263223,Khalil,Hisao,d005,Development
263122,Ranai,Hyuckchul,d005,Development
263126,Hinsberger,Berry,d007,Sales
263234,Rassart,Xiaocheng,d007,Sales
263235,Doering,Elgin,d005,Development
263140,Iisaku,Abdulla,d007,Sales
263243,Giveon,Amstein,d007,Sales
263248,Fiebach,Jeong,d005,Development
263142,Linares,Masaki,d007,Sales
263143,Baca,Berhard,d005,Development
263274,Engberts,Amalendu,d005,Development
263182,Garnham,Yongmin,d005,Development
263292,Terekhov,Honesty,d005,Development
263305,Luit,Arie,d005,Development
263308,Ferriere,Rafail,d005,Development
263196,Luck,Zhilian,d005,Development
263510,Bolotov,Deniz,d005,Development
263354,Caine,Emdad,d007,Sales
263517,Strandh,Remko,d007,Sales
263362,Sridhar,Temple,d005,Development
263366,Bolotov,Ewing,d005,Development
263525,Baek,Reinhard,d007,Sales
263374,Farrar,Arnould,d005,Development
263544,Baez,Kazuyasu,d005,Development
263551,Uhrik,KayLiang,d007,Sales
263428,Falster,Subbu,d005,Development
263435,Munke,Tran,d005,Development
263569,Gips,Barun,d007,Sales
263573,Anguita,Visit,d005,Development
263587,Heydon,Suzette,d005,Development
263467,Nilsson,Sverrir,d007,Sales
263590,Erev,Jinpo,d005,Development
263599,VanScheik,Fen,d007,Sales
263777,Oppitz,Janche,d005,Development
263647,Hellwagner,Weidon,d005,Development
263790,Christ,Hauke,d005,Development
263793,Mikschl,Shay,d005,Development
263822,Ananiadou,Seongbin,d005,Development
263713,Bashian,Abdulla,d005,Development
263714,Kleiser,Yagil,d007,Sales
263824,Constantine,Yolla,d005,Development
263735,Siksek,Magdalena,d007,Sales
263829,Ohori,Jagoda,d005,Development
263738,Bressoud,Kazunori,d005,Development
263868,Koprowski,Chinhyun,d007,Sales
263879,Carrere,Tianruo,d005,Development
263887,Chinen,Pranas,d005,Development
263892,Dymetman,Elzbieta,d007,Sales
263913,Berstel,Sampalli,d007,Sales
263947,Markovitch,Siamak,d005,Development
263956,Schmiedel,Shaowen,d005,Development
264081,Feldmann,Sadok,d005,Development
263985,Stifter,Tiina,d007,Sales
263997,Begiun,Gita,d005,Development
264086,Deverell,Aris,d007,Sales
264013,Stifter,Baziley,d007,Sales
264096,Valiente,Serenella,d005,Development
264018,Lorcy,Djenana,d007,Sales
264019,Barreiro,Ulises,d007,Sales
264098,Rohrbach,Sverrir,d005,Development
264099,Rettelbach,Toshimitsu,d005,Development
264125,Thibadeau,Arnould,d007,Sales
264039,Smeets,Oscar,d007,Sales
264128,Suomi,Guangming,d007,Sales
264137,Serov,Wanqing,d005,Development
264138,Garrabrants,Mara,d007,Sales
264200,Koblick,Almudena,d005,Development
264201,Mahmud,Karlis,d005,Development
264144,Cronin,Saeed,d007,Sales
264151,Worfolk,Heather,d007,Sales
264212,Lagarias,Salvador,d005,Development
264174,Brizzi,Jianwen,d005,Development
264234,Benzaken,Rayond,d005,Development
264236,Papsdorf,Sadun,d005,Development
264193,Desikan,Gererd,d007,Sales
264247,Rotem,Herbert,d005,Development
264198,Siprelle,Richard,d005,Development
264354,Lamparter,Sreekrishna,d007,Sales
264280,Lienhardt,Mohua,d005,Development
264281,Halloran,Heather,d005,Development
264292,Frolund,Boguslaw,d005,Development
264356,McAlpine,Niteen,d005,Development
264308,Esteva,Suvo,d005,Development
264390,Waeselynck,Abdelghani,d007,Sales
264311,Muniz,Christoper,d005,Development
264327,Speer,Kristen,d005,Development
264338,Garigliano,Luerbio,d005,Development
264428,McFarlin,JiYoung,d005,Development
264494,Itzfeldt,Yolla,d007,Sales
264495,Cyre,Manibrata,d005,Development
264435,Sudkamp,Ung,d007,Sales
264507,Brender,Barna,d005,Development
264445,Naumovich,Jamaludin,d005,Development
264513,Kugler,Kazuhira,d005,Development
264446,Kroha,Katsuo,d005,Development
264638,Melter,Kolar,d007,Sales
264559,Mundy,Kiyotoshi,d005,Development
264580,Rosis,Valeri,d005,Development
264647,Rothenberg,Yannik,d005,Development
264607,Sullins,Shaw,d005,Development
264649,Benantar,Kwee,d007,Sales
264800,Collavizza,Ymte,d007,Sales
264802,Kroll,Bluma,d005,Development
264662,Yetim,Zhonghui,d005,Development
264667,Mitsuhashi,Uwe,d007,Sales
264680,Businaro,Zissis,d007,Sales
264688,Kobara,Jovan,d007,Sales
264860,Munos,Menkae,d005,Development
264689,Rajcani,Sangeeta,d005,Development
264717,McConalogue,Adel,d005,Development
264884,Lambe,Berto,d005,Development
264898,Ranum,Michaela,d005,Development
264731,Kriebel,Hitofumi,d005,Development
264748,Penttonen,Qiwen,d007,Sales
264750,DeMori,DAIDA,d005,Development
264929,Esteva,Yuichiro,d007,Sales
264760,Dulin,Annemarie,d007,Sales
264945,Salinas,Baoqiu,d005,Development
265072,Marzano,Udaiprakash,d007,Sales
264951,Brobst,Jagoda,d007,Sales
264955,Muniz,Souichi,d007,Sales
264963,Luan,Harjit,d005,Development
264968,Farrel,Collette,d005,Development
265108,Stiles,Arto,d005,Development
264996,Avouris,Gian,d005,Development
265021,Escriba,Demos,d005,Development
265022,Erni,Ayakannu,d005,Development
265134,Ventosa,Ulf,d007,Sales
265157,Aamodt,Narain,d007,Sales
265201,Walstra,Lakshmi,d005,Development
265203,Sudkamp,Debatosh,d007,Sales
265339,Camurati,Lijie,d005,Development
265249,Levergood,Jacqueline,d005,Development
265268,Lally,Yoshinari,d007,Sales
265342,Iivonen,Tadahiro,d005,Development
265276,Back,Toshiki,d005,Development
265377,Merle,Vasilii,d007,Sales
265286,Mahmud,Inderjeet,d007,Sales
265293,Hempstead,Herbert,d007,Sales
265429,Juneja,Hatem,d005,Development
265332,Szemeredi,Xiaoqiang,d005,Development
265435,Garnham,Aleksander,d007,Sales
265489,Koprowski,Mitchel,d005,Development
265626,Pagter,Alagu,d007,Sales
265492,Baba,Mechthild,d005,Development
265501,Cromarty,Paraskevi,d007,Sales
265503,Picci,Djelloul,d005,Development
265523,Daescu,Koldo,d007,Sales
265527,Hiraishi,Olivera,d005,Development
265635,Marakhovsky,Djelloul,d007,Sales
265544,Rosiles,Pasqua,d007,Sales
265550,Bottner,Fun,d007,Sales
265674,Sherertz,Xinglin,d005,Development
265584,Vuskovic,Jayson,d007,Sales
265595,Levergood,Tooru,d007,Sales
265675,Chiola,Sachin,d005,Development
265676,Monarch,Owen,d007,Sales
265681,Atrawala,Marsal,d007,Sales
265687,Ranta,Shuky,d005,Development
265720,Otillio,Yucai,d007,Sales
265762,Murrill,George,d005,Development
265733,Pelc,Adly,d007,Sales
265903,Angelov,Abdelkader,d007,Sales
265813,Businaro,Elliott,d007,Sales
265916,Bratsberg,Hausi,d005,Development
265855,Simmel,Mandell,d005,Development
265870,Lamba,Zongyan,d007,Sales
265872,Alblas,Reuven,d005,Development
265931,Borstler,Pohua,d005,Development
265874,Melter,Jixiang,d005,Development
265936,Kawashimo,Fun,d007,Sales
265948,Budinsky,Weiru,d007,Sales
265977,Tischendorf,Lene,d005,Development
266049,Delaune,Odysseas,d007,Sales
266053,Szilard,Mario,d005,Development
265979,Sevcikova,Guoxiang,d007,Sales
266075,Lovengreen,Makato,d005,Development
265981,Georg,Taegyun,d007,Sales
266079,Ghemri,Adil,d005,Development
266080,Maraist,Mari,d005,Development
266012,Vieri,Satosi,d007,Sales
266082,Cichocki,Randi,d005,Development
266089,Ranum,Arno,d005,Development
266114,Marletta,Arvind,d005,Development
266017,Spelt,Gift,d007,Sales
266018,Cools,Masanao,d005,Development
266024,Nergos,Shooichi,d005,Development
266038,Chinin,Bodh,d005,Development
266142,Bernini,Marco,d005,Development
266147,Krichel,Lalit,d007,Sales
266199,Ferriere,Goetz,d005,Development
266159,Uludag,Navid,d005,Development
266173,Cannane,Arie,d007,Sales
266177,Weedon,Marke,d005,Development
266185,Perl,Kazuhiro,d007,Sales
266224,Terwilliger,Munehiko,d005,Development
266238,Weedon,Sachar,d007,Sales
266333,Oppitz,Moss,d007,Sales
266239,Schaar,Henk,d007,Sales
266243,Borovoy,Lech,d007,Sales
266261,Luon,Guenter,d007,Sales
266360,Kusalik,Ramya,d005,Development
266377,Ranon,Fumitaka,d005,Development
266275,Rosch,Greger,d007,Sales
266389,Pauthner,Armond,d007,Sales
266282,Oppitz,Dung,d005,Development
266399,Rubsam,Breannda,d005,Development
266406,Dalton,Duro,d007,Sales
266315,Boguraev,Taisook,d007,Sales
266484,Kakkar,Dhritiman,d005,Development
266467,Tiemann,Miquel,d005,Development
266471,Birke,Quingbo,d007,Sales
266487,Boyle,Unal,d005,Development
266500,Brickell,Hidekazu,d007,Sales
266615,Menhardt,Monique,d007,Sales
266542,Bail,Shim,d007,Sales
266635,Speel,Miquel,d005,Development
266643,Basawa,Tonia,d005,Development
266647,Moffat,Domenick,d007,Sales
266673,Schade,Stevo,d005,Development
266547,Stassinopoulos,Kasturi,d005,Development
266550,Rouquie,Yuriy,d007,Sales
266607,Hopewell,Tran,d005,Development
266708,Ariola,Nahid,d005,Development
266709,Potthoff,Moie,d005,Development
266729,Bellone,Nahid,d005,Development
266731,Khamsi,Hugo,d005,Development
266766,Solares,Stein,d005,Development
266773,Veeraraghavan,Qingxiang,d005,Development
266774,Vingron,Weiwu,d005,Development
266904,Jeong,Shalesh,d005,Development
266828,Curless,Lobel,d007,Sales
266922,Erde,Koldo,d007,Sales
266847,Servieres,Noritoshi,d007,Sales
266849,Asmuth,Gill,d007,Sales
266853,Piancastelli,Hironobu,d005,Development
266934,Pavlopoulou,Guadalupe,d005,Development
266939,Zobel,Chinhyun,d005,Development
266959,Thiran,Valery,d005,Development
266974,Bellone,Rafael,d005,Development
267015,Bahk,Abdulah,d005,Development
267046,Kushner,Saeed,d005,Development
267032,Back,Mani,d005,Development
267094,Kaelbling,Ymte,d007,Sales
267103,Figueira,Bernice,d005,Development
267104,Marciano,Ronghao,d005,Development
267198,Casperson,Przemyslawa,d007,Sales
267109,Kaminger,Mohua,d007,Sales
267124,Bauknecht,Kwangsub,d007,Sales
267128,Angiulli,Kaijung,d007,Sales
267132,Gire,Subir,d005,Development
267138,Auyong,Alair,d007,Sales
267230,Prampolini,Sanjiv,d005,Development
267148,Coors,Fayez,d005,Development
267170,Cheshire,Tzu,d007,Sales
267244,Reistad,Sadegh,d005,Development
267178,Sinicrope,Licheng,d005,Development
267246,Valiente,Leif,d005,Development
267257,Sidhu,Somnath,d007,Sales
267274,Kornyak,Munehiko,d007,Sales
267328,Luders,Marsja,d007,Sales
267333,Levasseur,Pranav,d005,Development
267282,Szmurlo,Guttorm,d005,Development
267344,Ghemri,Otmar,d007,Sales
267295,Fujisaki,Guiseppe,d007,Sales
267356,Sury,JoAnne,d005,Development
267299,Bisiani,Ennio,d005,Development
267300,Panienski,Ugo,d005,Development
267375,Birdsall,Koichi,d007,Sales
267376,Peck,Randi,d005,Development
267320,Genther,Haldun,d005,Development
267387,Ghemri,Mohammad,d005,Development
267393,Makinen,Hironobu,d007,Sales
267467,Ramsak,Billur,d007,Sales
267411,Aloia,Gio,d005,Development
267480,Koshiba,Xiaoqiu,d005,Development
267484,Cardazo,Janalee,d005,Development
267452,Goldhammer,Hitofumi,d005,Development
267512,Collette,Arnould,d005,Development
267527,Comte,Serenella,d005,Development
267535,Maierhofer,Mototsugu,d005,Development
267619,Lienhardt,Zengping,d007,Sales
267544,Honglei,Ingmar,d005,Development
267556,Molenaar,Gita,d005,Development
267575,Falster,Lalit,d005,Development
267595,Redmiles,Sanjeeva,d005,Development
267599,Niizuma,Youjian,d005,Development
267702,Tzvieli,Gritta,d007,Sales
267703,Versino,Shushma,d005,Development
267706,Rusterholz,Miomir,d007,Sales
267750,Suppi,Sahrah,d005,Development
267707,Giveon,Tze,d005,Development
267722,Cangellaris,Baruch,d007,Sales
267761,Berstel,Sham,d005,Development
267770,Skrikant,Vitali,d007,Sales
267781,Bade,Nathan,d007,Sales
267796,Coors,Moie,d005,Development
267906,Kaminger,Nectarios,d005,Development
267807,Harnett,Weiye,d007,Sales
267923,Karnin,Valter,d007,Sales
267808,Whitcomb,Yahiko,d007,Sales
267932,Zaiane,Paraskevi,d007,Sales
267840,Benzaken,Jianhui,d005,Development
267945,Remmele,Along,d005,Development
267946,Nyanchama,Candida,d007,Sales
267847,Ebeling,Apostol,d005,Development
267854,Meszaros,Remko,d007,Sales
267870,Silva,Genevieve,d007,Sales
268009,Quadeer,Yolla,d005,Development
268012,Fasbender,Rafail,d005,Development
268014,Rosca,Hitomi,d005,Development
268015,Waterhouse,Rajmohan,d005,Development
267891,Rajala,Rafail,d005,Development
268021,Waymire,Valeri,d007,Sales
268180,Baca,Alois,d005,Development
268190,Ermel,Paddy,d007,Sales
268054,Demos,Tonia,d005,Development
268204,Vakili,Nahid,d007,Sales
268056,Speek,Lucian,d005,Development
268207,Baalen,Nigel,d007,Sales
268211,Jansch,Sverrir,d007,Sales
268292,Herbst,Ferdinand,d005,Development
268108,Nitsche,Yonghong,d005,Development
268123,Kulisch,Krister,d005,Development
268138,Miara,Changho,d007,Sales
268294,Ressouche,Weiye,d005,Development
268309,Hockney,Mrinalini,d005,Development
268312,Kaiser,Tsvetan,d005,Development
268313,Showalter,Arlette,d007,Sales
268468,Ranze,Seongbin,d005,Development
268339,Jonsson,Sigeru,d005,Development
268354,Gist,Temple,d007,Sales
268355,Petereit,Gregory,d007,Sales
268480,Kropf,Apostol,d007,Sales
268386,Bardell,Jiong,d005,Development
268530,Mayerwieser,Aria,d005,Development
268398,Zastre,Mircea,d007,Sales
268405,Penz,Keiichiro,d005,Development
268430,Avouris,Erez,d005,Development
268436,Onuegbe,Phuoc,d005,Development
268437,Naumovich,Toshiko,d005,Development
268580,Matzov,Lucien,d005,Development
268778,Akazan,Guadalupe,d005,Development
268620,Kossowski,Leszek,d007,Sales
268633,Litecky,Kshitij,d005,Development
268656,Copas,Gaetan,d007,Sales
268661,Zaccaria,Mohammad,d007,Sales
268665,Panwar,Hyuckchul,d005,Development
268667,Piazza,Munir,d007,Sales
268698,Streng,Hercules,d005,Development
268728,Kuszyk,Jouni,d005,Development
268740,Zhang,Fumiya,d005,Development
268779,Krichel,Mooi,d005,Development
268848,Vandervoorde,Lene,d005,Development
268887,Calkin,Krister,d005,Development
268901,Segond,Zengping,d005,Development
268902,Krohm,Arup,d007,Sales
268922,Bonifati,Eishiro,d007,Sales
268938,Peltason,Kerhong,d005,Development
268859,Sridhar,Sailaja,d005,Development
268863,Pleszkun,Sanjeeva,d005,Development
268880,Strooper,Mary,d007,Sales
268968,Wilharm,Van,d005,Development
268969,Kermarrec,Lein,d007,Sales
268981,Schusler,Miomir,d007,Sales
268885,Portugali,Gila,d007,Sales
269029,Bouloucos,Fan,d007,Sales
268992,Genther,Basil,d007,Sales
268999,Back,Persi,d005,Development
269000,Krybus,Tadanori,d007,Sales
269008,Emmart,Ranga,d007,Sales
269030,Masada,Aruna,d007,Sales
269019,Mundy,Vasiliy,d007,Sales
269022,Gunderson,Masoud,d005,Development
269041,Picaronny,Yahiko,d005,Development
269066,Plavsic,Brigham,d005,Development
269081,Besancenot,Tiina,d005,Development
269197,Undy,Kiyokazu,d005,Development
269093,Debuse,Unal,d005,Development
269201,Thiran,Houman,d007,Sales
269202,Rahier,Jagoda,d007,Sales
269205,Junet,Fumitake,d007,Sales
269109,Goldhammer,Karlis,d007,Sales
269216,Zweizig,Weijing,d007,Sales
269117,Basart,Pranav,d007,Sales
269237,Naudin,Maik,d007,Sales
269126,Rodham,Jaroslava,d005,Development
269252,Schwartzbauer,Behnaam,d007,Sales
269127,Ishibashi,Poorav,d007,Sales
269268,Steinauer,Khatoun,d007,Sales
269269,Buchter,Leucio,d007,Sales
269157,Asrin,Leaf,d007,Sales
269270,Melton,Manohar,d007,Sales
269271,Zizka,Boaz,d007,Sales
269279,Staelin,Aria,d005,Development
269285,Falco,Hsiangchu,d005,Development
269286,Lamba,Sorina,d007,Sales
269161,Feldmann,Oksana,d005,Development
269305,Prenel,Sergi,d005,Development
269466,Baer,Khalil,d005,Development
269309,Pelz,Hatim,d005,Development
269316,Luby,Bartek,d005,Development
269501,Delaune,Udi,d007,Sales
269534,Trogemann,Kwok,d005,Development
269359,Paludetto,Branimir,d005,Development
269381,Peak,Hugh,d005,Development
269565,Rosar,Maik,d005,Development
269385,Aumann,Fay,d005,Development
269394,Noriega,Teiji,d005,Development
269570,Kermarrec,Eben,d007,Sales
269414,Khalil,Izaskun,d005,Development
269592,Argence,Kauko,d005,Development
269423,Kolinko,Sajjad,d005,Development
269441,Zschoche,Pradeep,d005,Development
269443,Schaad,Ute,d005,Development
269606,Pluym,Sadok,d005,Development
269616,Apsitis,Yakkov,d005,Development
269627,Rullman,Howell,d005,Development
269758,Speckmann,Oldrich,d005,Development
269641,Lamma,Ymte,d005,Development
269775,Katzenelson,Kellie,d005,Development
269779,Syang,Kazuhisa,d005,Development
269672,Masaki,Xiaoheng,d005,Development
269802,Tiemann,Gregory,d007,Sales
269678,Coney,Richard,d005,Development
269811,Jansch,Khoa,d007,Sales
269813,Egerstedt,Chaitali,d007,Sales
269817,Savasere,Shigehito,d007,Sales
269697,Weisert,Candido,d007,Sales
269834,Erde,Wuxu,d007,Sales
269705,Soloway,Kensyu,d007,Sales
269706,Wissmann,Berni,d007,Sales
269854,Gente,Shih,d005,Development
269715,Crelier,Ohad,d005,Development
269865,Scharstein,Mohammed,d005,Development
269725,Ranon,Sarita,d005,Development
269873,Danner,Hidekazu,d007,Sales
269877,Servi,Mads,d007,Sales
269878,Oehlmann,Premal,d007,Sales
269726,Valiente,Goo,d005,Development
269730,Ranft,Jordanka,d005,Development
270039,Ecklund,Minghong,d007,Sales
269893,McAlpine,Tayeb,d007,Sales
269913,Jervis,Alain,d007,Sales
269918,Pelc,Stella,d007,Sales
270044,Falck,Maren,d005,Development
269922,Kakkar,Susanna,d007,Sales
269923,Vadhan,Sanjiv,d007,Sales
270052,Serna,Sanjay,d005,Development
269924,Berstel,Francoise,d007,Sales
269929,Clemencon,Lijia,d007,Sales
269931,Cummings,Anneli,d005,Development
270058,Rodite,Oscal,d005,Development
269936,Bratsberg,Cathie,d007,Sales
269943,Couchot,Arve,d005,Development
270065,Siksek,Domenico,d005,Development
269952,Kroha,Lijie,d005,Development
270087,Ranum,Kinh,d005,Development
269985,Kriebel,Mingsen,d007,Sales
270095,Matzov,JoAnne,d005,Development
269988,Shimshoni,Giao,d005,Development
269993,Comte,Taizo,d007,Sales
270099,Rosaz,Krister,d007,Sales
270106,Vanwelkenhuysen,Jeane,d005,Development
270004,Keirsey,Annemarie,d007,Sales
270006,Bolsens,Selwyn,d005,Development
270120,Gluchowski,Oguz,d005,Development
270020,Vendrig,Mahmut,d005,Development
270130,Ashish,Kayoko,d007,Sales
270142,DuBourdieux,Xuejun,d007,Sales
270151,Chiodo,Christoph,d007,Sales
270154,Lortz,Perry,d005,Development
270189,Cronau,Kitty,d007,Sales
270322,Zastre,Dannz,d005,Development
270349,Herath,Kellyn,d005,Development
270259,Onuegbe,Christoper,d005,Development
270304,Ramsak,Amabile,d005,Development
270486,Schwabacher,Randy,d007,Sales
270488,Genther,Augustine,d005,Development
270492,Leonhardt,Achilleas,d005,Development
270500,Heering,Alexius,d005,Development
270510,Bazelow,Claude,d005,Development
270371,Capobianchi,Moon,d007,Sales
270521,Demos,Heekeun,d005,Development
270527,Strandh,Hinrich,d007,Sales
270383,Boguraev,Marsha,d007,Sales
270404,Minakawa,Gaurav,d007,Sales
270585,Glinert,Anneke,d005,Development
270409,Merlo,Yuchang,d005,Development
270431,Setia,Cullen,d005,Development
270596,Gien,Uriel,d007,Sales
270599,Munck,Zeljko,d005,Development
270448,Snedden,Becky,d005,Development
270634,Vakili,Akeel,d005,Development
270737,Marsiglia,Xinyu,d005,Development
270649,Baik,Slavian,d005,Development
270658,Beidas,Ewing,d005,Development
270765,Flanders,Stafford,d007,Sales
270679,Cannata,JoAnne,d005,Development
270695,Dahlbom,Marit,d007,Sales
270784,Docker,Piyush,d005,Development
270795,Diderrich,Domenico,d007,Sales
270721,Luby,Margo,d007,Sales
270810,Braccini,Gonzalo,d007,Sales
270735,Beausoleil,Yucai,d007,Sales
270820,Pettis,Nahid,d005,Development
270838,Jiang,Yurij,d007,Sales
270888,Rodham,Dannz,d007,Sales
270898,Tanemo,Arno,d007,Sales
270849,Matzel,Tamiya,d007,Sales
270913,Zallocco,Wojceich,d005,Development
270915,Taubenfeld,Constantino,d005,Development
270856,Anido,Claudi,d007,Sales
270922,Rouquie,Aram,d005,Development
270863,Huttel,Sibyl,d005,Development
270874,Terlouw,Vitaly,d005,Development
270875,Magalhaes,Tadahiro,d005,Development
270877,Iwayama,Sariel,d007,Sales
270957,Oskamp,Foong,d005,Development
271039,Colorni,Cedric,d005,Development
270970,Picaronny,Jaroslava,d005,Development
270988,Binding,Basant,d005,Development
271008,Plotkin,Masaru,d005,Development
271048,Cangellaris,Kristin,d005,Development
271050,Koblick,Takushi,d007,Sales
271053,Baby,Bernd,d005,Development
271070,Kornatzky,Yannis,d005,Development
271172,Heijenga,Chandrasekaran,d005,Development
271175,Viele,Jeanna,d005,Development
271179,Murrill,Jaewoo,d007,Sales
271109,Bednarek,Vincent,d005,Development
271188,Stiles,Chanjung,d005,Development
271190,Genther,Pradeep,d007,Sales
271203,Poupard,Karoline,d005,Development
271210,VanScheik,Lokesh,d005,Development
271143,Farris,Mizuhito,d005,Development
271232,Demian,Ingmar,d005,Development
271311,Gargeya,Christ,d007,Sales
271271,Seghrouchni,Yurii,d007,Sales
271284,Barvinok,Jackson,d005,Development
271300,Curless,Gilbert,d007,Sales
271319,Rosin,Hideo,d007,Sales
271330,Werthner,Phillip,d005,Development
271369,Peak,Zhenbing,d005,Development
271451,Leijenhorst,Bluma,d007,Sales
271477,Whittlesey,Naftali,d005,Development
271380,Dahlbom,LiMin,d005,Development
271480,Cooley,Arumugam,d007,Sales
271383,Syang,Nishit,d005,Development
271497,Bojadziev,Salvador,d005,Development
271385,Sgarro,Abdelwaheb,d007,Sales
271429,Gustavson,Mostafa,d007,Sales
271532,Heering,Bilhanan,d007,Sales
271536,Henders,Luisa,d005,Development
271541,Cronau,Vidya,d007,Sales
271545,Negoita,Temple,d007,Sales
271550,Menhardt,Mats,d007,Sales
271605,Yemenis,Demin,d005,Development
271560,Papastamatiou,Mohan,d007,Sales
271572,Jahnichen,Xiong,d005,Development
271575,Tsunoo,Karoline,d005,Development
271607,Pezzoli,Augustine,d005,Development
271611,Raczkowsky,Vitaly,d005,Development
271630,Peac,Fai,d007,Sales
271631,Litecky,Ravishankar,d005,Development
271644,Peroz,Pranav,d005,Development
271645,Besselaar,Roddy,d005,Development
271676,Herath,Ottavia,d007,Sales
271801,Bernardeschi,IEEE,d005,Development
271803,Dichev,Tru,d007,Sales
271679,Ladret,Shaz,d007,Sales
271703,Flowers,Debatosh,d007,Sales
271847,Takanami,Valdiodio,d007,Sales
271720,Cronan,Martijn,d005,Development
271867,Aloia,Chenye,d007,Sales
272032,Zschoche,Ronghao,d005,Development
